x-axis,1,2
second,Volt,Volt
-5.000000E+00,,
-4.996094E+00,-1.525047E+00,-1.070273E+00
-4.992188E+00,-1.525047E+00,-1.070273E+00
-4.988281E+00,-1.525047E+00,-1.070273E+00
-4.984375E+00,-1.525047E+00,-1.070273E+00
-4.980469E+00,-1.525047E+00,-1.072786E+00
-4.976563E+00,-1.525047E+00,-1.072786E+00
-4.972656E+00,-1.525047E+00,-1.072786E+00
-4.968750E+00,-1.525047E+00,-1.072786E+00
-4.964844E+00,-1.525047E+00,-1.072786E+00
-4.960938E+00,-1.525047E+00,-1.072786E+00
-4.957031E+00,-1.525047E+00,-1.072786E+00
-4.953125E+00,-1.525047E+00,-1.072786E+00
-4.949219E+00,-1.525047E+00,-1.072786E+00
-4.945313E+00,-1.525047E+00,-1.070273E+00
-4.941406E+00,-1.525047E+00,-1.070273E+00
-4.937500E+00,-1.525047E+00,-1.072786E+00
-4.933594E+00,-1.525047E+00,-1.072786E+00
-4.929688E+00,-1.525047E+00,-1.070273E+00
-4.925781E+00,-1.525047E+00,-1.070273E+00
-4.921875E+00,-1.525047E+00,-1.072786E+00
-4.917969E+00,-1.525047E+00,-1.072786E+00
-4.914063E+00,-1.525047E+00,-1.072786E+00
-4.910156E+00,-1.525047E+00,-1.072786E+00
-4.906250E+00,-1.525047E+00,-1.072786E+00
-4.902344E+00,-1.525047E+00,-1.075298E+00
-4.898438E+00,-1.525047E+00,-1.075298E+00
-4.894531E+00,-1.525047E+00,-1.075298E+00
-4.890625E+00,-1.525047E+00,-1.075298E+00
-4.886719E+00,-1.525047E+00,-1.075298E+00
-4.882813E+00,-1.525047E+00,-1.075298E+00
-4.878906E+00,-1.525047E+00,-1.075298E+00
-4.875000E+00,-1.525047E+00,-1.077811E+00
-4.871094E+00,-1.525047E+00,-1.075298E+00
-4.867188E+00,-1.525047E+00,-1.075298E+00
-4.863281E+00,-1.527560E+00,-1.075298E+00
-4.859375E+00,-1.525047E+00,-1.075298E+00
-4.855469E+00,-1.525047E+00,-1.075298E+00
-4.851563E+00,-1.525047E+00,-1.075298E+00
-4.847656E+00,-1.525047E+00,-1.075298E+00
-4.843750E+00,-1.525047E+00,-1.075298E+00
-4.839844E+00,-1.525047E+00,-1.075298E+00
-4.835938E+00,-1.525047E+00,-1.077811E+00
-4.832031E+00,-1.525047E+00,-1.075298E+00
-4.828125E+00,-1.525047E+00,-1.075298E+00
-4.824219E+00,-1.525047E+00,-1.075298E+00
-4.820313E+00,-1.525047E+00,-1.075298E+00
